Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Turkey,2023,Leprosy,Cardiovascular,0.78,11.62,0.26,36-60,Female,76868.0,83.35,2.33,9.54,Medication,4124.0,No,54.93,1120.0,1.07,68195.0,0.82,74.82
China,2021,Covid-19,Cardiovascular,0.68,1.25,7.54,19-35,Male,122213.0,59.95,3.51,2.59,Medication,37951.0,Yes,84.51,4561.0,5.24,74398.0,0.5,38.46
Nigeria,2024,Hypertension,Chronic,0.61,13.56,3.27,0-18,Female,878786.0,84.25,0.83,8.06,Therapy,47513.0,No,57.46,4389.0,7.88,78610.0,0.42,57.84
India,2015,Cancer,Chronic,0.92,4.14,0.68,36-60,Male,347417.0,58.93,4.54,1.6,Therapy,21473.0,No,83.78,4421.0,9.45,9014.0,0.52,68.49
Canada,2014,Hiv/Aids,Infectious,0.12,11.71,8.63,0-18,Other,522684.0,57.25,3.15,4.63,Medication,26934.0,Yes,56.27,2843.0,7.94,16928.0,0.76,20.19
Germany,2013,Influenza,Cardiovascular,0.79,14.72,3.95,0-18,Male,385419.0,75.95,1.74,4.59,Medication,12285.0,No,82.3,3328.0,8.98,28876.0,0.53,84.89
Argentina,2024,Hypertension,Neurological,0.28,12.77,1.07,0-18,Female,745666.0,54.85,2.31,3.7,Vaccination,23104.0,No,54.2,269.0,2.79,55094.0,0.55,38.36
Japan,2020,Hiv/Aids,Infectious,0.88,10.04,3.99,19-35,Male,711459.0,88.36,4.61,6.82,Vaccination,15661.0,No,56.22,1675.0,4.76,30475.0,0.55,65.8
China,2019,Diabetes,Metabolic,0.57,6.05,2.69,61+,Male,781557.0,61.13,1.62,5.93,Vaccination,2611.0,Yes,91.01,928.0,3.58,3732.0,0.48,31.28
India,2021,Dengue,Respiratory,0.51,10.54,0.59,0-18,Other,130183.0,93.15,1.0,7.39,Vaccination,40394.0,No,58.02,751.0,3.44,58626.0,0.7,83.71
Indonesia,2019,Hiv/Aids,Autoimmune,0.56,2.82,8.37,19-35,Male,943565.0,88.79,2.07,5.32,Medication,15122.0,Yes,71.74,4919.0,8.66,5686.0,0.76,72.26
France,2014,Hiv/Aids,Infectious,0.11,6.25,4.84,0-18,Female,221881.0,72.28,1.29,4.97,Medication,14822.0,Yes,75.8,3538.0,1.79,52452.0,0.7,74.4
Mexico,2016,Diabetes,Parasitic,0.21,1.53,1.37,19-35,Male,389745.0,94.93,2.73,9.17,Vaccination,11384.0,Yes,85.84,4751.0,2.27,43929.0,0.43,75.34
India,2023,Zika,Parasitic,0.64,14.97,4.42,61+,Other,975766.0,98.3,2.3,2.91,Surgery,38272.0,No,79.17,1971.0,6.97,83077.0,0.45,49.4
Argentina,2017,Asthma,Genetic,0.15,1.71,9.6,0-18,Other,220062.0,63.3,0.82,9.96,Vaccination,24256.0,No,75.33,3585.0,3.9,55988.0,0.7,50.83
Australia,2022,Asthma,Metabolic,0.61,8.44,4.18,36-60,Male,608634.0,67.63,3.25,1.04,Medication,22667.0,Yes,96.53,1819.0,5.86,40483.0,0.81,21.05
Mexico,2020,Asthma,Chronic,0.22,13.01,5.76,36-60,Male,151647.0,51.66,1.53,9.19,Vaccination,18410.0,Yes,54.3,4791.0,2.76,31626.0,0.48,38.51
France,2017,Ebola,Neurological,0.24,14.55,8.81,61+,Other,659540.0,81.15,3.38,6.98,Vaccination,38588.0,No,54.01,3893.0,0.3,58734.0,0.42,21.43
South Africa,2022,Measles,Genetic,0.41,2.89,1.44,36-60,Other,856910.0,62.49,3.6,3.36,Medication,34061.0,No,55.23,1703.0,0.65,65855.0,0.73,75.69
Turkey,2024,Influenza,Genetic,0.46,1.18,7.85,19-35,Male,914194.0,80.21,1.22,0.85,Surgery,138.0,No,73.59,1721.0,1.16,39959.0,0.7,47.33
Canada,2018,Hypertension,Infectious,0.11,6.42,8.8,0-18,Female,937177.0,53.1,4.36,2.44,Vaccination,34851.0,Yes,55.7,1461.0,0.58,38562.0,0.49,81.19
Uk,2015,Measles,Neurological,0.59,13.65,6.37,36-60,Other,936424.0,71.62,4.93,8.47,Vaccination,8110.0,Yes,75.94,594.0,7.92,81001.0,0.56,89.27
Russia,2011,Diabetes,Neurological,0.68,11.67,2.86,0-18,Male,305505.0,76.44,3.7,3.1,Vaccination,23274.0,No,63.26,932.0,4.7,87364.0,0.53,86.58
South Africa,2014,Hiv/Aids,Autoimmune,1.0,6.56,2.34,0-18,Male,117011.0,75.33,1.42,8.98,Therapy,10700.0,No,80.71,2055.0,5.16,73795.0,0.51,35.78
Turkey,2019,Asthma,Chronic,0.93,0.75,3.05,61+,Female,613524.0,50.06,4.59,1.98,Vaccination,6523.0,No,80.47,13.0,0.42,95955.0,0.74,71.31
Mexico,2019,Diabetes,Cardiovascular,0.92,13.2,2.87,0-18,Female,805633.0,72.57,4.19,1.07,Vaccination,11900.0,No,65.94,1972.0,9.64,22427.0,0.83,73.15
Argentina,2015,Leprosy,Autoimmune,0.51,3.09,1.09,61+,Female,6303.0,99.69,1.79,8.83,Surgery,28761.0,Yes,95.44,4620.0,7.86,73808.0,0.45,22.39
Mexico,2012,Cholera,Parasitic,0.48,5.73,0.72,0-18,Female,603157.0,52.69,1.62,0.83,Medication,40658.0,Yes,92.71,1462.0,3.9,5806.0,0.52,74.43
Nigeria,2012,Hypertension,Autoimmune,0.19,8.62,9.56,19-35,Female,14511.0,53.2,0.77,5.77,Surgery,8000.0,No,83.76,3702.0,0.97,39116.0,0.87,31.66
China,2017,Parkinson'S Disease,Parasitic,0.4,12.8,0.15,36-60,Other,529389.0,53.05,2.89,9.34,Therapy,8971.0,Yes,77.12,44.0,4.5,47379.0,0.54,57.49
Usa,2024,Parkinson'S Disease,Cardiovascular,0.66,1.13,4.12,0-18,Other,872649.0,97.84,0.61,2.83,Surgery,38252.0,No,92.78,3365.0,5.43,48399.0,0.48,42.23
Germany,2012,Diabetes,Parasitic,0.42,3.46,7.52,0-18,Female,374009.0,97.34,2.43,6.19,Vaccination,20558.0,No,92.91,3484.0,4.52,87861.0,0.72,57.87
Germany,2022,Influenza,Cardiovascular,0.88,7.73,8.85,61+,Male,5218.0,67.2,4.06,7.51,Therapy,41903.0,Yes,85.19,44.0,5.06,4047.0,0.67,32.3
Indonesia,2019,Polio,Parasitic,0.5,9.49,8.85,19-35,Male,751376.0,57.53,3.91,6.46,Vaccination,16642.0,No,94.88,1555.0,4.09,7235.0,0.89,33.05
China,2012,Cholera,Genetic,0.2,4.46,0.56,61+,Female,654770.0,50.53,1.7,9.64,Therapy,40271.0,Yes,55.3,4305.0,2.92,22225.0,0.86,89.23
Mexico,2011,Covid-19,Genetic,0.75,4.88,6.28,36-60,Male,77562.0,85.9,3.33,5.8,Medication,31608.0,Yes,57.66,4152.0,4.47,70801.0,0.58,50.08
Mexico,2020,Measles,Genetic,0.24,6.27,9.19,0-18,Female,129458.0,52.27,5.0,4.04,Vaccination,19359.0,Yes,91.31,2293.0,7.49,93407.0,0.69,68.37
Russia,2022,Ebola,Respiratory,0.78,6.2,6.82,0-18,Male,19743.0,60.48,1.55,7.24,Surgery,47355.0,No,85.99,3977.0,3.93,66469.0,0.5,56.5
Brazil,2021,Cancer,Infectious,0.77,3.88,3.74,0-18,Male,664878.0,91.01,1.4,4.8,Therapy,30800.0,No,75.73,460.0,4.23,93322.0,0.47,47.69
Nigeria,2010,Measles,Infectious,0.43,13.0,8.57,0-18,Male,569276.0,54.59,2.74,9.84,Surgery,42224.0,Yes,50.09,445.0,8.01,46562.0,0.75,54.35
India,2019,Zika,Genetic,0.28,5.45,1.39,0-18,Female,111160.0,51.92,2.97,9.82,Therapy,3149.0,No,55.97,4568.0,7.21,53383.0,0.81,35.71
Canada,2015,Asthma,Metabolic,0.75,14.18,3.02,0-18,Female,85609.0,94.72,4.47,2.93,Therapy,12321.0,No,77.2,2903.0,4.4,40487.0,0.67,46.42
Germany,2017,Cancer,Neurological,0.59,2.54,5.13,19-35,Female,110830.0,90.67,2.07,4.94,Surgery,40219.0,Yes,51.56,2833.0,4.15,31363.0,0.52,53.03
Argentina,2024,Tuberculosis,Chronic,0.34,5.56,6.52,36-60,Male,8120.0,58.25,2.95,3.51,Therapy,5107.0,No,91.78,2558.0,8.15,90434.0,0.87,85.83
Argentina,2013,Dengue,Autoimmune,0.93,6.94,4.41,0-18,Other,5578.0,64.67,2.14,7.86,Medication,36650.0,Yes,55.8,4248.0,6.49,46931.0,0.51,34.87
Uk,2017,Tuberculosis,Autoimmune,0.11,10.3,6.05,19-35,Male,724078.0,94.41,1.99,4.97,Vaccination,6300.0,No,73.45,1022.0,9.12,22984.0,0.83,68.26
Indonesia,2012,Hepatitis,Parasitic,0.82,3.03,3.2,61+,Female,875095.0,88.29,0.52,0.95,Surgery,35153.0,Yes,74.36,2585.0,5.2,2090.0,0.76,70.45
Canada,2018,Measles,Parasitic,0.86,14.66,7.7,0-18,Other,100131.0,74.42,1.09,8.89,Medication,17587.0,Yes,75.56,1906.0,2.19,51913.0,0.7,63.11
Canada,2021,Diabetes,Autoimmune,0.61,3.63,9.64,61+,Male,163941.0,57.99,2.74,8.41,Therapy,15322.0,No,72.56,2876.0,3.66,5985.0,0.83,32.99
Canada,2014,Influenza,Chronic,0.93,8.14,0.82,19-35,Male,649582.0,66.57,1.43,5.35,Surgery,18437.0,No,72.92,1714.0,6.27,81481.0,0.52,76.57
Saudi Arabia,2023,Asthma,Chronic,0.9,10.1,1.12,19-35,Female,156950.0,93.48,0.78,4.5,Surgery,6764.0,No,86.88,4768.0,5.25,33048.0,0.84,81.24
Italy,2024,Zika,Parasitic,0.75,1.6,6.36,0-18,Male,118460.0,91.22,2.62,2.46,Therapy,17454.0,Yes,62.68,2544.0,8.23,89669.0,0.84,65.96
Uk,2019,Tuberculosis,Chronic,0.67,2.85,6.54,19-35,Other,460079.0,90.47,1.38,6.49,Surgery,38397.0,Yes,53.97,4547.0,6.76,85206.0,0.55,65.86
India,2022,Covid-19,Infectious,0.75,6.56,0.16,36-60,Male,120250.0,81.62,2.16,1.61,Vaccination,45652.0,Yes,62.89,1235.0,6.83,50438.0,0.5,45.64
Usa,2012,Asthma,Infectious,0.55,14.48,9.46,36-60,Female,223099.0,59.46,3.42,5.13,Medication,43030.0,No,96.29,318.0,2.93,59639.0,0.85,83.91
Uk,2022,Malaria,Cardiovascular,0.46,7.46,7.27,36-60,Male,618574.0,93.7,4.09,2.39,Therapy,3511.0,Yes,67.47,3670.0,1.76,94455.0,0.62,29.96
Russia,2018,Ebola,Genetic,0.72,4.88,8.22,36-60,Other,749670.0,66.21,4.63,6.82,Vaccination,2667.0,No,96.44,2602.0,1.38,20537.0,0.69,57.61
Mexico,2014,Leprosy,Viral,0.58,6.09,0.75,0-18,Female,711355.0,82.73,0.65,5.46,Vaccination,40757.0,No,55.01,2461.0,4.85,55310.0,0.42,87.08
Russia,2018,Hiv/Aids,Bacterial,0.73,9.34,3.83,36-60,Female,488026.0,54.5,1.94,7.18,Surgery,13337.0,Yes,91.86,4546.0,5.29,21535.0,0.81,34.48
Mexico,2021,Hiv/Aids,Viral,0.39,5.16,1.22,0-18,Other,103677.0,94.64,3.89,0.53,Vaccination,27562.0,No,88.02,4373.0,2.76,53389.0,0.73,29.76
South Korea,2011,Alzheimer'S Disease,Viral,0.6,13.37,9.26,61+,Other,990587.0,50.79,2.94,4.51,Medication,17752.0,No,54.82,4583.0,8.03,63976.0,0.84,46.12
Saudi Arabia,2024,Leprosy,Neurological,0.14,9.16,4.57,19-35,Male,730333.0,75.0,0.72,5.52,Medication,34055.0,No,77.57,2962.0,2.94,11182.0,0.42,30.23
Saudi Arabia,2023,Rabies,Respiratory,0.9,1.61,8.58,61+,Other,614581.0,51.53,1.31,9.55,Vaccination,25878.0,Yes,74.45,1523.0,9.24,15294.0,0.47,54.42
Japan,2017,Covid-19,Metabolic,0.85,7.23,0.74,36-60,Other,894364.0,58.31,1.04,6.38,Medication,20618.0,Yes,82.34,3271.0,0.56,2516.0,0.55,37.27
Japan,2013,Alzheimer'S Disease,Parasitic,0.55,11.76,2.22,0-18,Male,402967.0,92.85,1.59,7.25,Vaccination,12223.0,Yes,94.17,3740.0,6.61,41082.0,0.5,74.09
India,2013,Cholera,Cardiovascular,0.92,11.24,0.59,0-18,Female,446720.0,73.36,4.14,1.32,Surgery,18176.0,No,84.41,2014.0,2.76,61142.0,0.52,54.05
Canada,2010,Alzheimer'S Disease,Neurological,0.88,13.85,8.39,0-18,Female,813212.0,72.12,3.24,4.85,Vaccination,47148.0,Yes,74.44,3823.0,4.63,29953.0,0.57,31.79
Germany,2012,Dengue,Genetic,0.71,2.21,1.46,0-18,Other,644373.0,95.3,2.11,6.1,Therapy,5008.0,No,73.49,4576.0,8.95,96705.0,0.46,35.41
Brazil,2017,Alzheimer'S Disease,Chronic,0.95,4.87,9.72,0-18,Male,821495.0,65.76,3.34,7.24,Therapy,6525.0,No,59.72,1505.0,6.34,44621.0,0.71,23.31
China,2018,Diabetes,Parasitic,1.0,13.14,6.21,61+,Other,769523.0,64.43,3.65,4.18,Medication,35058.0,Yes,65.27,2177.0,5.72,77651.0,0.59,50.63
Argentina,2019,Alzheimer'S Disease,Neurological,0.96,2.66,7.23,61+,Male,825363.0,89.69,0.73,3.7,Vaccination,2930.0,No,73.13,1717.0,0.23,60273.0,0.63,79.29
Canada,2024,Hepatitis,Viral,0.86,0.15,9.88,36-60,Other,534292.0,80.44,4.13,7.17,Vaccination,38118.0,No,56.32,1257.0,1.94,19408.0,0.62,40.73
Australia,2022,Polio,Infectious,0.42,14.72,3.01,19-35,Male,854191.0,73.11,0.72,8.08,Vaccination,20977.0,Yes,98.27,1896.0,6.25,29162.0,0.71,60.05
Argentina,2019,Dengue,Viral,0.26,3.57,6.24,61+,Male,110402.0,81.99,4.92,0.59,Therapy,39238.0,No,96.13,4218.0,2.5,26762.0,0.68,55.39
Brazil,2022,Alzheimer'S Disease,Respiratory,0.19,2.4,6.49,61+,Other,668879.0,80.91,3.64,0.87,Surgery,45603.0,No,98.11,4700.0,8.96,75171.0,0.87,50.68
Brazil,2020,Dengue,Autoimmune,0.58,14.53,9.2,19-35,Other,579878.0,87.66,3.0,7.01,Therapy,3418.0,Yes,97.41,3875.0,1.12,3231.0,0.71,55.15
South Korea,2011,Asthma,Metabolic,0.69,4.67,0.35,19-35,Other,704891.0,51.44,1.22,2.11,Vaccination,23364.0,Yes,76.06,3643.0,0.36,51899.0,0.8,25.87
Uk,2022,Measles,Neurological,0.5,4.14,1.51,19-35,Other,279442.0,58.55,4.92,5.87,Medication,679.0,Yes,80.01,1939.0,8.02,29173.0,0.75,83.28
Uk,2014,Zika,Genetic,0.71,3.42,7.64,61+,Female,290543.0,75.03,3.89,3.75,Vaccination,17336.0,Yes,87.41,578.0,5.7,39165.0,0.56,38.26
Nigeria,2017,Tuberculosis,Bacterial,0.45,2.17,1.95,36-60,Female,269770.0,78.37,4.58,3.03,Vaccination,6071.0,Yes,53.77,929.0,9.48,67157.0,0.53,28.68
Japan,2014,Malaria,Parasitic,0.45,1.09,0.3,19-35,Other,866248.0,55.69,1.96,8.84,Surgery,1424.0,Yes,71.58,2698.0,4.21,96124.0,0.46,89.1
France,2017,Cancer,Infectious,0.32,14.55,2.95,0-18,Other,123059.0,83.84,4.8,3.52,Medication,24052.0,No,90.68,410.0,2.32,5884.0,0.56,39.39
Usa,2016,Polio,Genetic,0.31,3.1,9.24,36-60,Female,816716.0,97.25,2.19,2.97,Medication,43546.0,No,83.15,4781.0,3.65,98626.0,0.63,37.54
Russia,2015,Dengue,Genetic,0.36,9.91,7.21,0-18,Female,604544.0,58.25,0.69,5.5,Surgery,45668.0,Yes,90.8,1883.0,7.29,68531.0,0.51,82.48
Italy,2021,Asthma,Metabolic,0.85,1.59,9.14,0-18,Female,9137.0,95.39,1.02,4.99,Surgery,32806.0,Yes,74.0,4093.0,2.25,15646.0,0.62,76.96
Brazil,2023,Hypertension,Parasitic,0.33,5.16,7.73,0-18,Female,239281.0,68.32,1.06,5.79,Therapy,5518.0,Yes,89.69,1173.0,4.07,93877.0,0.78,48.12
Italy,2024,Diabetes,Autoimmune,0.41,7.94,9.15,19-35,Male,350051.0,64.96,4.66,7.65,Medication,24725.0,No,78.01,3713.0,0.31,1869.0,0.78,64.05
China,2021,Hepatitis,Bacterial,0.44,1.2,2.49,0-18,Other,958252.0,61.66,2.54,1.09,Surgery,28375.0,Yes,83.03,1179.0,4.27,92142.0,0.54,75.83
Russia,2021,Hepatitis,Parasitic,0.6,4.88,2.49,61+,Female,675733.0,84.83,2.92,7.82,Therapy,3369.0,No,72.54,2047.0,0.93,58823.0,0.4,69.13
Germany,2022,Leprosy,Cardiovascular,0.35,14.12,8.73,36-60,Male,451256.0,72.76,2.33,4.68,Surgery,41360.0,No,70.48,2225.0,9.17,11190.0,0.83,56.64
Turkey,2023,Zika,Genetic,0.3,2.18,2.03,0-18,Other,232749.0,83.43,4.24,6.94,Medication,9693.0,No,66.7,937.0,5.96,58316.0,0.67,64.58
Russia,2010,Malaria,Infectious,0.85,4.45,8.28,19-35,Other,91648.0,66.22,4.55,5.29,Vaccination,1057.0,No,61.33,452.0,1.46,97921.0,0.83,63.51
Indonesia,2019,Cholera,Infectious,0.37,11.81,7.2,19-35,Female,792092.0,72.89,1.72,3.43,Surgery,42127.0,No,86.46,35.0,0.01,27497.0,0.7,51.78
Uk,2018,Leprosy,Viral,0.93,0.12,5.8,19-35,Other,445380.0,56.4,4.81,9.91,Vaccination,8061.0,Yes,51.37,605.0,6.87,2664.0,0.53,25.15
Saudi Arabia,2024,Leprosy,Respiratory,0.87,1.03,2.19,19-35,Male,354554.0,75.29,2.15,3.37,Vaccination,31262.0,Yes,70.53,1954.0,2.35,99399.0,0.51,84.74
Japan,2013,Rabies,Genetic,0.53,6.69,5.47,61+,Other,511386.0,56.72,4.47,9.46,Medication,41096.0,Yes,86.31,3951.0,6.99,80047.0,0.5,83.12
Italy,2019,Influenza,Chronic,0.3,0.72,8.49,61+,Female,99363.0,59.53,3.93,1.28,Vaccination,5058.0,Yes,81.56,3019.0,5.89,9847.0,0.45,87.83
Brazil,2019,Dengue,Neurological,0.65,2.95,9.52,61+,Other,14651.0,70.65,4.85,2.09,Medication,48563.0,Yes,84.37,2933.0,2.41,12390.0,0.53,20.43
Usa,2018,Cancer,Chronic,0.51,5.13,3.56,61+,Other,40898.0,50.66,4.42,5.03,Medication,7296.0,No,61.45,2675.0,8.1,82480.0,0.6,53.56
Mexico,2016,Polio,Genetic,0.53,11.66,6.13,36-60,Female,531603.0,81.4,2.11,6.75,Vaccination,34478.0,Yes,62.08,635.0,9.53,52150.0,0.74,51.74
Argentina,2021,Cholera,Viral,0.28,1.82,6.79,19-35,Female,194655.0,66.81,3.81,4.49,Vaccination,11650.0,No,59.15,2827.0,9.62,56226.0,0.5,46.63
Australia,2016,Hypertension,Parasitic,0.84,7.9,2.72,19-35,Other,329058.0,77.29,2.65,7.72,Therapy,27875.0,No,67.74,2194.0,6.94,65699.0,0.89,43.66
Uk,2023,Rabies,Autoimmune,0.48,9.75,3.82,61+,Other,849090.0,60.69,3.9,6.06,Surgery,28307.0,Yes,84.62,574.0,5.0,7807.0,0.67,70.19
Mexico,2014,Influenza,Infectious,0.13,7.17,1.97,19-35,Female,99466.0,58.04,3.16,3.13,Therapy,47432.0,Yes,56.86,2619.0,6.81,13212.0,0.82,50.22
Mexico,2021,Asthma,Chronic,0.95,12.4,9.49,0-18,Other,995673.0,61.32,3.91,7.66,Medication,40431.0,No,54.17,1773.0,5.3,10649.0,0.75,30.13
Usa,2012,Cancer,Cardiovascular,0.56,0.65,5.38,19-35,Female,769991.0,55.09,2.23,9.38,Medication,21282.0,No,63.88,4954.0,2.0,59163.0,0.67,82.12
Mexico,2018,Hiv/Aids,Viral,0.34,12.09,4.16,19-35,Female,985119.0,51.26,1.46,8.63,Vaccination,23157.0,Yes,77.76,1300.0,1.29,3570.0,0.53,54.18
Mexico,2010,Diabetes,Bacterial,0.14,14.71,3.65,36-60,Female,416485.0,93.98,3.65,9.69,Vaccination,40041.0,Yes,79.92,60.0,3.61,23431.0,0.5,58.56
Italy,2020,Ebola,Autoimmune,0.75,9.5,8.62,36-60,Female,130808.0,91.96,2.44,6.06,Therapy,23959.0,No,57.71,4250.0,0.03,44337.0,0.8,82.08
Argentina,2016,Ebola,Viral,0.53,14.39,0.83,19-35,Other,854232.0,93.9,3.85,5.87,Surgery,2367.0,No,81.16,2131.0,8.6,48019.0,0.77,65.07
Germany,2012,Malaria,Autoimmune,0.8,9.8,8.78,19-35,Other,652503.0,87.37,3.74,4.06,Medication,48085.0,No,98.88,4813.0,7.43,96595.0,0.59,25.34
Nigeria,2016,Zika,Infectious,0.29,12.59,1.19,36-60,Other,929537.0,73.79,3.09,3.05,Surgery,32852.0,Yes,66.47,707.0,7.53,58817.0,0.46,59.51
Russia,2023,Rabies,Metabolic,0.89,8.14,0.33,19-35,Other,501180.0,95.3,2.8,1.9,Surgery,35425.0,No,73.34,3064.0,0.54,46736.0,0.42,78.23
Saudi Arabia,2018,Rabies,Neurological,0.62,12.46,7.26,36-60,Female,473748.0,98.54,2.92,1.72,Vaccination,12183.0,Yes,77.77,53.0,4.78,29818.0,0.8,88.0
Argentina,2015,Hepatitis,Cardiovascular,0.46,0.75,0.46,61+,Male,550548.0,82.46,1.35,4.22,Surgery,37151.0,No,69.61,3052.0,7.47,10996.0,0.77,67.92
Canada,2017,Influenza,Neurological,0.71,12.52,1.75,0-18,Female,179319.0,57.43,3.82,7.31,Vaccination,48387.0,No,76.76,3292.0,1.41,15080.0,0.65,85.55
Saudi Arabia,2018,Parkinson'S Disease,Parasitic,0.52,2.84,0.28,0-18,Female,48816.0,50.27,2.4,3.27,Vaccination,13583.0,Yes,78.45,1347.0,4.58,33554.0,0.42,84.31
Indonesia,2017,Cancer,Metabolic,0.59,3.02,1.44,61+,Other,740684.0,56.25,2.93,1.62,Therapy,33664.0,No,92.29,4413.0,6.36,77575.0,0.48,88.39
Argentina,2019,Measles,Chronic,0.94,5.25,4.37,61+,Other,35274.0,63.58,2.07,7.86,Medication,32299.0,No,55.31,24.0,7.86,58326.0,0.8,88.03
Indonesia,2011,Diabetes,Bacterial,0.69,2.02,6.85,0-18,Other,705348.0,87.5,4.27,7.48,Medication,40087.0,Yes,84.79,2397.0,1.55,87506.0,0.82,79.42
France,2023,Asthma,Bacterial,0.3,1.84,0.52,36-60,Female,597952.0,57.28,4.8,8.29,Vaccination,1699.0,No,71.57,1010.0,7.02,33893.0,0.81,37.24
Australia,2013,Ebola,Respiratory,0.2,9.16,3.24,61+,Other,891190.0,94.0,2.66,6.25,Vaccination,30045.0,Yes,54.96,681.0,0.52,35914.0,0.43,79.95
Canada,2018,Asthma,Neurological,0.49,4.56,9.84,36-60,Male,352225.0,50.65,4.78,4.62,Vaccination,1251.0,Yes,78.39,3434.0,5.83,88677.0,0.43,22.66
Russia,2011,Ebola,Metabolic,0.89,8.86,3.05,36-60,Female,498554.0,72.0,3.88,7.67,Vaccination,46903.0,Yes,96.27,1593.0,3.56,31224.0,0.55,80.22
Japan,2024,Hepatitis,Chronic,0.89,3.85,7.9,19-35,Male,307666.0,71.83,2.72,4.09,Surgery,12402.0,Yes,60.21,1415.0,6.27,48360.0,0.61,28.81
Uk,2021,Alzheimer'S Disease,Genetic,0.8,8.94,0.47,36-60,Other,734908.0,90.12,2.72,0.65,Vaccination,26316.0,No,95.37,4051.0,9.35,58912.0,0.54,79.59
Russia,2016,Hepatitis,Cardiovascular,0.84,12.89,9.75,36-60,Male,849004.0,80.32,1.54,4.37,Therapy,15876.0,Yes,76.25,2539.0,5.84,48782.0,0.73,73.27
Indonesia,2020,Asthma,Autoimmune,0.35,7.44,6.11,61+,Other,730151.0,83.68,4.89,9.42,Therapy,40228.0,Yes,96.44,4130.0,1.39,16037.0,0.4,73.2
Turkey,2010,Hepatitis,Autoimmune,0.21,13.56,0.57,61+,Female,271447.0,75.27,2.8,3.22,Vaccination,12798.0,Yes,74.18,2062.0,2.96,73110.0,0.48,59.39
Indonesia,2012,Zika,Cardiovascular,0.43,0.14,3.92,61+,Female,274545.0,60.38,2.75,4.92,Surgery,6370.0,Yes,82.65,4451.0,3.65,67292.0,0.77,30.28
France,2024,Tuberculosis,Autoimmune,0.74,1.3,9.1,36-60,Male,670033.0,94.93,2.04,7.7,Therapy,6121.0,No,94.84,3460.0,7.62,75614.0,0.5,52.76
Russia,2015,Asthma,Neurological,0.81,5.16,7.62,0-18,Male,906772.0,85.45,1.96,9.07,Vaccination,39869.0,Yes,70.72,2750.0,9.66,92874.0,0.68,73.46
Russia,2024,Tuberculosis,Neurological,0.4,8.29,3.73,36-60,Female,735163.0,73.61,4.37,8.61,Vaccination,41089.0,Yes,73.97,937.0,0.89,66948.0,0.58,62.27
Usa,2015,Hypertension,Respiratory,0.26,7.34,2.46,0-18,Other,538062.0,66.05,3.28,0.86,Therapy,14462.0,No,66.26,1537.0,5.46,1636.0,0.49,85.25
Canada,2013,Asthma,Bacterial,0.81,0.74,9.22,0-18,Female,908091.0,89.21,2.02,8.81,Vaccination,26450.0,No,78.63,2543.0,5.62,38644.0,0.84,58.41
Russia,2011,Alzheimer'S Disease,Bacterial,0.28,1.63,0.22,19-35,Female,307256.0,83.85,2.38,5.28,Surgery,45043.0,Yes,92.9,618.0,5.98,36224.0,0.86,87.32
Brazil,2012,Influenza,Respiratory,0.81,12.11,9.41,19-35,Female,273782.0,81.63,4.52,9.07,Therapy,17383.0,Yes,96.58,4785.0,4.02,88683.0,0.72,27.35
Saudi Arabia,2010,Zika,Viral,0.88,6.42,1.72,61+,Male,741518.0,89.8,2.86,4.82,Vaccination,1497.0,Yes,95.01,3148.0,5.66,99558.0,0.82,42.27
Turkey,2024,Measles,Bacterial,0.83,0.63,6.14,61+,Male,551783.0,73.14,2.99,5.25,Therapy,2233.0,Yes,63.02,4546.0,6.08,7841.0,0.68,26.59
India,2020,Hepatitis,Bacterial,0.18,11.46,2.07,19-35,Male,505186.0,56.5,4.49,8.34,Therapy,41360.0,No,68.68,3637.0,1.0,48385.0,0.81,58.91
Russia,2011,Ebola,Genetic,0.63,7.58,7.9,61+,Female,819266.0,63.57,3.41,1.0,Surgery,10270.0,Yes,96.65,3667.0,9.59,65981.0,0.57,88.52
South Africa,2023,Diabetes,Metabolic,0.12,12.75,5.6,0-18,Male,152207.0,54.76,1.7,5.66,Therapy,15292.0,No,75.35,2475.0,6.07,43210.0,0.5,30.92
Argentina,2022,Covid-19,Cardiovascular,0.15,8.36,9.84,36-60,Female,500272.0,56.42,4.68,0.69,Medication,840.0,No,55.38,2765.0,7.36,88141.0,0.73,21.88
Brazil,2020,Covid-19,Viral,0.19,7.07,0.42,19-35,Male,837800.0,91.79,0.79,1.59,Therapy,6443.0,Yes,74.69,638.0,1.83,56661.0,0.5,62.07
Saudi Arabia,2024,Measles,Autoimmune,0.74,12.66,8.4,19-35,Female,972405.0,67.44,4.61,1.6,Surgery,20163.0,Yes,85.16,1210.0,4.92,7869.0,0.7,51.88
Indonesia,2013,Dengue,Respiratory,0.39,5.21,0.54,61+,Other,441891.0,66.38,4.61,0.67,Vaccination,28263.0,Yes,60.01,3379.0,1.93,43848.0,0.45,76.05
